"paragraphnum","charname","speechcount"
1326,"(stage directions)",126
1327,"Pinch",6
1331,"Antipholus of Ephesus",76
1332,"Adriana",79
1333,"Antipholus of Ephesus",76
1338,"Adriana",79
1341,"Antipholus of Ephesus",76
1342,"Dromio of Ephesus",63
1343,"Antipholus of Ephesus",76
1344,"Dromio of Ephesus",63
1345,"Antipholus of Ephesus",76
1346,"Dromio of Ephesus",63
1347,"Antipholus of Ephesus",76
1348,"Dromio of Ephesus",63
1349,"Antipholus of Ephesus",76
1350,"Dromio of Ephesus",63
1352,"Adriana",79
1353,"Pinch",6
1355,"Antipholus of Ephesus",76
1356,"Adriana",79
1358,"Dromio of Ephesus",63
1360,"Antipholus of Ephesus",76
1361,"Adriana",79
1362,"Luciana",43
1363,"Dromio of Ephesus",63
1365,"Pinch",6
1368,"Antipholus of Ephesus",76
1370,"Adriana",79
1371,"Dromio of Ephesus",63
1373,"Adriana",79
1374,"Antipholus of Ephesus",76
1381,"Adriana",79
1382,"Pinch",6
1383,"Luciana",43
1384,"Antipholus of Ephesus",76
1387,"Officer",11
1389,"Pinch",6
1390,"(stage directions)",126
1391,"Adriana",79
1394,"Officer",11
1396,"Adriana",79
1401,"Antipholus of Ephesus",76
1402,"Dromio of Ephesus",63
1403,"Antipholus of Ephesus",76
1404,"Dromio of Ephesus",63
1406,"Luciana",43
1407,"Adriana",79
1411,"Officer",11
1412,"Adriana",79
1413,"Officer",11
1414,"Adriana",79
1415,"Officer",11
1416,"Adriana",79
1417,"Courtezan",11
1421,"Adriana",79
1426,"Luciana",43
1427,"Adriana",79
1429,"Officer",11
1432,"Antipholus of Syracuse",103
1433,"Dromio of Syracuse",99
1434,"Antipholus of Syracuse",103
1436,"Dromio of Syracuse",99
1442,"Antipholus of Syracuse",103
1444,"(stage directions)",126
1447,"(stage directions)",126
1448,"Angelo",31
1451,"Second Merchant",13
1452,"Angelo",31
1456,"Second Merchant",13
1457,"(stage directions)",126
1458,"Angelo",31
1471,"Antipholus of Syracuse",103
1472,"Second Merchant",13
1473,"Antipholus of Syracuse",103
1474,"Second Merchant",13
1477,"Antipholus of Syracuse",103
1480,"Second Merchant",13
1481,"(stage directions)",126
1482,"(stage directions)",126
1483,"Adriana",79
1486,"Dromio of Syracuse",99
1490,"(stage directions)",126
1491,"Aemilia",16
1492,"Adriana",79
1495,"Angelo",31
1496,"Second Merchant",13
1497,"Aemilia",16
1498,"Adriana",79
1846,"Angelo",31
3236,"Sicinius Velutus",117
1502,"Aemilia",16
1508,"Adriana",79
1510,"Aemilia",16
1511,"Adriana",79
1512,"Aemilia",16
1513,"Adriana",79
1514,"Aemilia",16
1515,"Adriana",79
1516,"Aemilia",16
1517,"Adriana",79
1523,"Aemilia",16
1542,"Luciana",43
1545,"Adriana",79
1547,"Aemilia",16
1548,"Adriana",79
1549,"Aemilia",16
1553,"Adriana",79
1557,"Aemilia",16
1564,"Adriana",79
1567,"Aemilia",16
1568,"(stage directions)",126
1569,"Luciana",43
1570,"Adriana",79
1574,"Second Merchant",13
1579,"Angelo",31
1580,"Second Merchant",13
1584,"Angelo",31
1585,"Luciana",43
1588,"Solinus",22
1591,"Adriana",79
1592,"Solinus",22
1594,"Adriana",79
1619,"Solinus",22
1626,"(stage directions)",126
1627,"Servant",2
1637,"Adriana",79
1783,"Aegeon",17
1639,"Servant",2
1645,"Solinus",22
1646,"Adriana",79
1650,"(stage directions)",126
1651,"Antipholus of Ephesus",76
1656,"Aegeon",17
1658,"Antipholus of Ephesus",76
1664,"Solinus",22
1665,"Antipholus of Ephesus",76
1667,"Solinus",22
1668,"Adriana",79
1671,"Luciana",43
1673,"Angelo",31
1675,"Antipholus of Ephesus",76
1716,"Angelo",31
1718,"Solinus",22
1719,"Angelo",31
1721,"Second Merchant",13
125,"First Citizen",33
1727,"Antipholus of Ephesus",76
1731,"Solinus",22
1737,"Dromio of Ephesus",63
1738,"Courtezan",11
1739,"Antipholus of Ephesus",76
1740,"Solinus",22
1741,"Courtezan",11
1742,"Solinus",22
1744,"(stage directions)",126
1745,"Aegeon",17
1748,"Solinus",22
1749,"Aegeon",17
1751,"Dromio of Ephesus",63
1754,"Aegeon",17
1755,"Dromio of Ephesus",63
1758,"Aegeon",17
1759,"Antipholus of Ephesus",76
1760,"Aegeon",17
1764,"Antipholus of Ephesus",76
1765,"Aegeon",17
1766,"Dromio of Ephesus",63
1767,"Aegeon",17
1768,"Dromio of Ephesus",63
1770,"Aegeon",17
1782,"Antipholus of Ephesus",76
1786,"Antipholus of Ephesus",76
1789,"Solinus",22
1795,"Aemilia",16
1796,"(stage directions)",126
1797,"Adriana",79
1798,"Solinus",22
1801,"Dromio of Syracuse",99
1802,"Dromio of Ephesus",63
1803,"Antipholus of Syracuse",103
1804,"Dromio of Syracuse",99
1805,"Aemilia",16
1812,"Aegeon",17
1815,"Aemilia",16
1822,"Solinus",22
1829,"Antipholus of Syracuse",103
1830,"Solinus",22
1831,"Antipholus of Ephesus",76
1832,"Dromio of Ephesus",63
1833,"Antipholus of Ephesus",76
1835,"Adriana",79
1836,"Antipholus of Syracuse",103
1837,"Adriana",79
1838,"Antipholus of Ephesus",76
1839,"Antipholus of Syracuse",103
1847,"Antipholus of Syracuse",103
1848,"Antipholus of Ephesus",76
1849,"Angelo",31
1850,"Adriana",79
1852,"Dromio of Ephesus",63
1853,"Antipholus of Syracuse",103
1858,"Antipholus of Ephesus",76
1859,"Solinus",22
1860,"Courtezan",11
1861,"Antipholus of Ephesus",76
1862,"Aemilia",16
1876,"Solinus",22
1879,"Dromio of Syracuse",99
1880,"Antipholus of Ephesus",76
1881,"Dromio of Syracuse",99
1882,"Antipholus of Syracuse",103
1885,"(stage directions)",126
1886,"Dromio of Syracuse",99
1889,"Dromio of Ephesus",63
1892,"Dromio of Syracuse",99
1893,"Dromio of Ephesus",63
1894,"Dromio of Syracuse",99
1895,"Dromio of Ephesus",63
1898,"(stage directions)",126
5,"First Citizen",33
6,"All",16
7,"First Citizen",33
8,"All",16
9,"First Citizen",33
10,"All",16
11,"First Citizen",33
13,"All",16
14,"Second Citizen",18
15,"First Citizen",33
25,"Second Citizen",18
26,"All",16
27,"Second Citizen",18
28,"First Citizen",33
30,"Second Citizen",18
31,"First Citizen",33
36,"Second Citizen",18
38,"First Citizen",33
43,"All",16
44,"First Citizen",33
45,"(stage directions)",126
46,"Second Citizen",18
48,"First Citizen",33
49,"Menenius Agrippa",162
51,"First Citizen",33
56,"Menenius Agrippa",162
58,"First Citizen",33
59,"Menenius Agrippa",162
73,"First Citizen",33
81,"Menenius Agrippa",162
87,"First Citizen",33
90,"Menenius Agrippa",162
100,"First Citizen",33
101,"Menenius Agrippa",162
109,"First Citizen",33
115,"Menenius Agrippa",162
117,"First Citizen",33
119,"Menenius Agrippa",162
120,"First Citizen",33
122,"Menenius Agrippa",162
126,"Menenius Agrippa",162
141,"First Citizen",33
142,"Menenius Agrippa",162
147,"First Citizen",33
148,"Menenius Agrippa",162
156,"First Citizen",33
157,"Menenius Agrippa",162
166,"Coriolanus",189
169,"First Citizen",33
170,"Coriolanus",189
193,"Menenius Agrippa",162
260,"Titus Lartius",23
263,"Menenius Agrippa",162
264,"First Senator",33
195,"Coriolanus",189
208,"Menenius Agrippa",162
212,"Coriolanus",189
223,"Menenius Agrippa",162
224,"Coriolanus",189
231,"Menenius Agrippa",162
232,"Coriolanus",189
233,"(stage directions)",126
234,"Messenger",12
235,"Coriolanus",189
236,"Messenger",12
237,"Coriolanus",189
241,"First Senator",33
243,"Coriolanus",189
248,"Cominius",67
249,"Coriolanus",189
253,"First Senator",33
255,"Cominius",67
256,"Coriolanus",189
891,"First Soldier",8
266,"Titus Lartius",23
269,"Cominius",67
270,"First Senator",33
271,"Coriolanus",189
277,"Sicinius Velutus",117
278,"Junius Brutus",91
279,"Sicinius Velutus",117
280,"Junius Brutus",91
281,"Sicinius Velutus",117
282,"Junius Brutus",91
283,"Sicinius Velutus",117
284,"Junius Brutus",91
286,"Sicinius Velutus",117
291,"Junius Brutus",91
299,"Sicinius Velutus",117
302,"Junius Brutus",91
307,"Sicinius Velutus",117
311,"Junius Brutus",91
312,"(stage directions)",126
314,"(stage directions)",126
315,"First Senator",33
318,"Tullus Aufidius",45
1400,"Coriolanus",189
334,"First Senator",33
337,"Tullus Aufidius",45
345,"Second Senator",10
351,"Tullus Aufidius",45
358,"All",16
359,"Tullus Aufidius",45
360,"First Senator",33
361,"Second Senator",10
362,"All",16
363,"(stage directions)",126
367,"Volumnia",57
385,"Virgilia",26
386,"Volumnia",57
392,"(stage directions)",126
393,"Gentlewoman",1
394,"Virgilia",26
395,"Volumnia",57
405,"Virgilia",26
461,"Valeria",14
406,"Volumnia",57
412,"(stage directions)",126
413,"Virgilia",26
414,"Volumnia",57
416,"(stage directions)",126
417,"Valeria",14
418,"Volumnia",57
419,"Virgilia",26
420,"Valeria",14
423,"Virgilia",26
424,"Volumnia",57
426,"Valeria",14
436,"Volumnia",57
437,"Valeria",14
438,"Virgilia",26
439,"Valeria",14
441,"Virgilia",26
442,"Valeria",14
443,"Volumnia",57
444,"Virgilia",26
446,"Valeria",14
448,"Virgilia",26
450,"Volumnia",57
451,"Virgilia",26
452,"Valeria",14
457,"Virgilia",26
458,"Valeria",14
460,"Virgilia",26
463,"Virgilia",26
464,"Valeria",14
471,"Virgilia",26
473,"Volumnia",57
475,"Valeria",14
478,"Virgilia",26
480,"Valeria",14
481,"(stage directions)",126
483,"(stage directions)",126
484,"Coriolanus",189
485,"Titus Lartius",23
486,"Coriolanus",189
487,"Titus Lartius",23
488,"Coriolanus",189
489,"Messenger",12
490,"Titus Lartius",23
491,"Coriolanus",189
492,"Titus Lartius",23
494,"Coriolanus",189
495,"Messenger",12
496,"Coriolanus",189
503,"First Senator",33
515,"Coriolanus",189
516,"Titus Lartius",23
517,"(stage directions)",126
654,"Cominius",67
656,"Coriolanus",189
660,"Cominius",67
518,"Coriolanus",189
528,"Coriolanus",189
546,"(stage directions)",126
547,"First Soldier",8
548,"Second Soldier",1
549,"(stage directions)",126
550,"First Soldier",8
551,"All",16
552,"(stage directions)",126
553,"(stage directions)",126
554,"Titus Lartius",23
555,"All",16
556,"First Soldier",8
560,"Titus Lartius",23
570,"(stage directions)",126
571,"First Soldier",8
572,"Titus Lartius",23
574,"(stage directions)",126
576,"(stage directions)",126
577,"First Roman",1
578,"Second Roman",1
579,"Third Roman",1
580,"(stage directions)",126
581,"(stage directions)",126
662,"Coriolanus",189
1402,"Menenius Agrippa",162
582,"Coriolanus",189
593,"Titus Lartius",23
596,"Coriolanus",189
601,"Titus Lartius",23
605,"Coriolanus",189
607,"Titus Lartius",23
612,"(stage directions)",126
616,"Cominius",67
629,"Messenger",12
633,"Cominius",67
636,"Messenger",12
637,"Cominius",67
640,"Messenger",12
644,"Cominius",67
648,"Coriolanus",189
649,"Cominius",67
652,"(stage directions)",126
653,"Coriolanus",189
1467,"Second Citizen",18
668,"Cominius",67
671,"Coriolanus",189
676,"Cominius",67
677,"Coriolanus",189
680,"Cominius",67
683,"Coriolanus",189
685,"Cominius",67
689,"Coriolanus",189
697,"Cominius",67
702,"Coriolanus",189
725,"Cominius",67
728,"(stage directions)",126
734,"Titus Lartius",23
739,"Lieutenant",4
740,"Titus Lartius",23
742,"(stage directions)",126
746,"Coriolanus",189
1531,"(stage directions)",126
748,"Tullus Aufidius",45
751,"Coriolanus",189
753,"Tullus Aufidius",45
755,"Coriolanus",189
760,"Tullus Aufidius",45
768,"(stage directions)",126
773,"Cominius",67
787,"Titus Lartius",23
790,"Coriolanus",189
797,"Cominius",67
806,"Coriolanus",189
808,"Cominius",67
886,"(stage directions)",126
890,"Tullus Aufidius",45
1532,"(stage directions)",126
816,"Coriolanus",189
824,"Coriolanus",189
837,"Cominius",67
851,"(stage directions)",126
852,"All",16
853,"Coriolanus",189
859,"Cominius",67
865,"Titus Lartius",23
866,"Coriolanus",189
869,"Cominius",67
870,"Coriolanus",189
876,"Cominius",67
879,"Titus Lartius",23
880,"Coriolanus",189
883,"Cominius",67
653,"Escalus",78
892,"Tullus Aufidius",45
906,"First Soldier",8
907,"Tullus Aufidius",45
920,"First Soldier",8
921,"Tullus Aufidius",45
925,"First Soldier",8
926,"(stage directions)",126
931,"Menenius Agrippa",162
932,"Junius Brutus",91
933,"Menenius Agrippa",162
935,"Sicinius Velutus",117
936,"Menenius Agrippa",162
937,"Sicinius Velutus",117
938,"Menenius Agrippa",162
940,"Junius Brutus",91
941,"Menenius Agrippa",162
943,"Both",3
944,"Menenius Agrippa",162
946,"Junius Brutus",91
947,"Sicinius Velutus",117
948,"Junius Brutus",91
949,"Menenius Agrippa",162
952,"Both",3
953,"Menenius Agrippa",162
954,"Both",3
3398,"(stage directions)",126
955,"Menenius Agrippa",162
961,"Junius Brutus",91
962,"Menenius Agrippa",162
969,"Junius Brutus",91
970,"Menenius Agrippa",162
973,"Sicinius Velutus",117
974,"Menenius Agrippa",162
994,"Junius Brutus",91
995,"Menenius Agrippa",162
1009,"Junius Brutus",91
1012,"Menenius Agrippa",162
3399,"First Senator",33
1030,"Volumnia",57
1032,"Menenius Agrippa",162
1033,"Volumnia",57
1035,"Menenius Agrippa",162
1037,"Volumnia",57
1038,"Virgilia",26
1039,"Volumnia",57
1042,"Menenius Agrippa",162
1044,"Virgilia",26
1045,"Menenius Agrippa",162
1051,"Virgilia",26
1052,"Volumnia",57
1053,"Menenius Agrippa",162
1055,"Volumnia",57
1057,"Menenius Agrippa",162
1058,"Volumnia",57
1060,"Menenius Agrippa",162
1064,"Volumnia",57
1068,"Valeria",14
1069,"Menenius Agrippa",162
1071,"Virgilia",26
1072,"Volumnia",57
1073,"Menenius Agrippa",162
1078,"Volumnia",57
1082,"Menenius Agrippa",162
1084,"Volumnia",57
1086,"Menenius Agrippa",162
1089,"Volumnia",57
1097,"Herald",2
1102,"(stage directions)",126
1103,"All",16
1104,"Coriolanus",189
1106,"Cominius",67
1107,"Coriolanus",189
1110,"(stage directions)",126
1111,"Volumnia",57
1116,"Coriolanus",189
1121,"Menenius Agrippa",162
1122,"Coriolanus",189
1125,"Volumnia",57
1127,"Menenius Agrippa",162
1137,"Cominius",67
1138,"Coriolanus",189
1139,"Herald",2
1140,"Coriolanus",189
1145,"Volumnia",57
1150,"Coriolanus",189
1153,"Cominius",67
1385,"First Senator",33
654,"Pompey",60
1156,"Junius Brutus",91
1173,"Sicinius Velutus",117
1175,"Junius Brutus",91
1177,"Sicinius Velutus",117
1180,"Junius Brutus",91
1181,"Sicinius Velutus",117
1187,"Junius Brutus",91
1193,"Sicinius Velutus",117
1194,"Junius Brutus",91
1197,"Sicinius Velutus",117
1200,"Junius Brutus",91
1201,"Sicinius Velutus",117
1203,"Junius Brutus",91
1214,"Sicinius Velutus",117
1221,"(stage directions)",126
1222,"Junius Brutus",91
1398,"Menenius Agrippa",162
2254,"Provost",65
1223,"Messenger",12
1232,"Junius Brutus",91
1235,"Sicinius Velutus",117
1236,"(stage directions)",126
1238,"(stage directions)",126
1239,"First Officer",4
1241,"Second Officer",3
1243,"First Officer",4
1245,"Second Officer",3
1254,"First Officer",4
1262,"Second Officer",3
1273,"First Officer",4
1387,"Cominius",67
1393,"Menenius Agrippa",162
1280,"Menenius Agrippa",162
1293,"First Senator",33
1302,"Sicinius Velutus",117
1306,"Junius Brutus",91
1310,"Menenius Agrippa",162
1313,"Junius Brutus",91
1316,"Menenius Agrippa",162
1321,"First Senator",33
1323,"Coriolanus",189
1326,"Junius Brutus",91
1328,"Coriolanus",189
1333,"Menenius Agrippa",162
1334,"Coriolanus",189
1337,"(stage directions)",126
1338,"Menenius Agrippa",162
1343,"Cominius",67
1384,"Menenius Agrippa",162
1395,"First Senator",33
1404,"Coriolanus",189
1409,"Sicinius Velutus",117
1412,"Menenius Agrippa",162
1416,"Coriolanus",189
1419,"Junius Brutus",91
1420,"Coriolanus",189
1424,"Menenius Agrippa",162
1430,"Junius Brutus",91
1431,"Sicinius Velutus",117
1434,"Junius Brutus",91
1437,"(stage directions)",126
1439,"(stage directions)",126
1440,"First Citizen",33
1441,"Second Citizen",18
1442,"Third Citizen",13
1452,"First Citizen",33
1455,"Third Citizen",13
1462,"Second Citizen",18
1464,"Third Citizen",13
1468,"Third Citizen",13
1471,"Second Citizen",18
1472,"Third Citizen",13
1486,"All",16
1487,"(stage directions)",126
1488,"Menenius Agrippa",162
1490,"Coriolanus",189
1496,"Menenius Agrippa",162
1499,"Coriolanus",189
1502,"Menenius Agrippa",162
1505,"(stage directions)",126
1506,"Coriolanus",189
1512,"Third Citizen",13
1513,"Coriolanus",189
1514,"Second Citizen",18
1515,"Coriolanus",189
1516,"Third Citizen",13
1517,"Coriolanus",189
1519,"Third Citizen",13
1521,"Coriolanus",189
1522,"First Citizen",33
1523,"Coriolanus",189
1526,"Second Citizen",18
1527,"Coriolanus",189
1529,"Third Citizen",13
1530,"Second Citizen",18
2255,"(stage directions)",126
1533,"Coriolanus",189
1536,"Fourth Citizen",3
1538,"Coriolanus",189
1539,"Fourth Citizen",3
1542,"Coriolanus",189
1553,"Fifth Citizen",1
1555,"Fourth Citizen",3
1556,"Coriolanus",189
1558,"Both Citizens",1
1559,"(stage directions)",126
1560,"Coriolanus",189
1581,"Sixth Citizen",1
1583,"Seventh Citizen",1
1585,"All Citizens",1
1586,"(stage directions)",126
1587,"Coriolanus",189
1588,"(stage directions)",126
1589,"Menenius Agrippa",162
1593,"Coriolanus",189
1594,"Sicinius Velutus",117
1597,"Coriolanus",189
1598,"Sicinius Velutus",117
1599,"Coriolanus",189
1600,"Sicinius Velutus",117
2797,"Second Servingman",19
1601,"Coriolanus",189
1603,"Menenius Agrippa",162
1604,"Junius Brutus",91
1605,"Sicinius Velutus",117
1609,"Junius Brutus",91
1611,"(stage directions)",126
1612,"Sicinius Velutus",117
1613,"First Citizen",33
1614,"Junius Brutus",91
1615,"Second Citizen",18
1617,"Third Citizen",13
1619,"First Citizen",33
1620,"Second Citizen",18
1623,"Sicinius Velutus",117
1624,"Citizens",17
1625,"Third Citizen",13
1635,"Sicinius Velutus",117
1638,"Junius Brutus",91
1653,"Sicinius Velutus",117
1957,"Sicinius Velutus",117
1663,"Junius Brutus",91
1670,"Sicinius Velutus",117
1674,"Third Citizen",13
1675,"Second Citizen",18
1677,"First Citizen",33
1678,"Junius Brutus",91
1683,"Sicinius Velutus",117
1693,"Junius Brutus",91
1697,"Sicinius Velutus",117
1703,"Junius Brutus",91
1714,"Sicinius Velutus",117
1721,"Junius Brutus",91
1725,"All",16
1727,"(stage directions)",126
1963,"Coriolanus",189
1965,"Cominius",67
3400,"Second Senator",10
1728,"Junius Brutus",91
1734,"Sicinius Velutus",117
1738,"(stage directions)",126
1743,"Coriolanus",189
1744,"Titus Lartius",23
1746,"Coriolanus",189
1749,"Cominius",67
1752,"Coriolanus",189
1753,"Titus Lartius",23
1756,"Coriolanus",189
1757,"Titus Lartius",23
1758,"Coriolanus",189
1759,"Titus Lartius",23
1764,"Coriolanus",189
1765,"Titus Lartius",23
1766,"Coriolanus",189
1773,"Sicinius Velutus",117
1774,"Coriolanus",189
1775,"Junius Brutus",91
1776,"Coriolanus",189
1777,"Menenius Agrippa",162
1778,"Cominius",67
1779,"Junius Brutus",91
1780,"Coriolanus",189
1781,"First Senator",33
1782,"Junius Brutus",91
1783,"Sicinius Velutus",117
1785,"Coriolanus",189
1791,"Menenius Agrippa",162
1792,"Coriolanus",189
1796,"Junius Brutus",91
1801,"Coriolanus",189
1802,"Junius Brutus",91
1803,"Coriolanus",189
1804,"Junius Brutus",91
1805,"Coriolanus",189
1806,"Junius Brutus",91
1808,"Coriolanus",189
1811,"Sicinius Velutus",117
1817,"Menenius Agrippa",162
1818,"Cominius",67
1822,"Coriolanus",189
1824,"Menenius Agrippa",162
1825,"First Senator",33
1826,"Coriolanus",189
1838,"Menenius Agrippa",162
1839,"First Senator",33
1840,"Coriolanus",189
1846,"Junius Brutus",91
1849,"Sicinius Velutus",117
1851,"Menenius Agrippa",162
1852,"Coriolanus",189
1855,"Sicinius Velutus",117
1858,"Coriolanus",189
1861,"Cominius",67
1966,"Coriolanus",189
3462,"Coriolanus",189
1862,"Coriolanus",189
1885,"Cominius",67
1886,"Coriolanus",189
1889,"Menenius Agrippa",162
1890,"Coriolanus",189
1893,"Junius Brutus",91
1895,"Coriolanus",189
